edge_id;node_from;node_to;max_speed_dir_malles;max_speed_dir_merano;length;gradient;scenario;edge_type
Pa_E_LASA_82-Pr_E_LASA_02;Pa_E_LASA_82;Pr_E_LASA_02;100;100;0,151;2,12;base;straight
Pr_E_LASA_02-HD_701_01;Pr_E_LASA_02;HD_701_01;100;100;1;2,16;base;straight
HD_701_01-SblLasa46915;HD_701_01;SblLasa46915;100;100;0,265;2,15;base;straight
SblLasa46915-HD_701_03;SblLasa46915;HD_701_03;100;100;0,735;2,16;base;straight
HD_701_03-Pr_E_ORIS_01;HD_701_03;Pr_E_ORIS_01;100;100;1,198;2,15;base;straight
Pr_E_ORIS_01-Dev_ORIS_01;Pr_E_ORIS_01;Dev_ORIS_01;100;100;0,071;1,58;base;straight
Dev_ORIS_01-Pr_I_ORIS_71;Dev_ORIS_01;Pr_I_ORIS_71;100;100;0,03;1,58;base;straight
Pr_I_ORIS_71-PL30;Pr_I_ORIS_71;PL30;100;100;0,024;0;base;straight
PL30-Pa_ORIS_31;PL30;Pa_ORIS_31;100;100;0,025;0;base;straight
Pa_ORIS_31-ORIS;Pa_ORIS_31;ORIS;100;100;0,022;0;base;straight
ORIS-Pa_ORIS_32;ORIS;Pa_ORIS_32;100;100;0,127;0,94;base;straight
Pa_ORIS_32-Pr_E_ORIS_02;Pa_ORIS_32;Pr_E_ORIS_02;100;100;0,15;4,4;base;straight
Pr_E_ORIS_02-HD_702_02;Pr_E_ORIS_02;HD_702_02;100;100;1;4,4;base;straight
HD_702_02-Pr_E_SPON_01;HD_702_02;Pr_E_SPON_01;100;100;0,982;4,41;base;straight
Pr_E_SPON_01-Pa_E_SPON_81;Pr_E_SPON_01;Pa_E_SPON_81;100;100;0,172;4,36;base;straight
Pa_E_SPON_81-Pr_I_SPON_71;Pa_E_SPON_81;Pr_I_SPON_71;100;100;0,169;4,38;base;straight
Pr_I_SPON_71-PL31;Pr_I_SPON_71;PL31;100;100;0,024;0;base;straight
PL31-Pr_I_SPON_51;PL31;Pr_I_SPON_51;100;100;0,008;0;base;straight
Pr_I_SPON_51-Pa_I_SPON_61;Pr_I_SPON_51;Pa_I_SPON_61;100;100;0,016;0;base;straight
Pa_I_SPON_61-Dev_SPON_01;Pa_I_SPON_61;Dev_SPON_01;100;100;0,004;0;base;straight
Dev_SPON_01-Pa_I_SPON_31;Dev_SPON_01;Pa_I_SPON_31;100;100;0,117;0;base;straight
Pa_I_SPON_31-SPON;Pa_I_SPON_31;SPON;100;100;0,078;0;base;straight
SPON-Pa_I_SPON_32;SPON;Pa_I_SPON_32;100;100;0,119;0;base;straight
Pa_I_SPON_32-Dev_SPON_02;Pa_I_SPON_32;Dev_SPON_02;100;100;0,075;0;base;straight
Dev_SPON_02-Pr_I_SPON_52;Dev_SPON_02;Pr_I_SPON_52;100;100;0,05;0;base;straight
Pr_I_SPON_52-Pa_E_SPON_62;Pr_I_SPON_52;Pa_E_SPON_62;100;100;0,318;0,35;base;straight
Pa_E_SPON_62-PL32;Pa_E_SPON_62;PL32;100;100;0,025;0,4;base;straight
PL32-Pr_I_SPON_72;PL32;Pr_I_SPON_72;100;100;0,026;0,38;base;straight
Pr_I_SPON_72-Pr_E_SPON_02;Pr_I_SPON_72;Pr_E_SPON_02;100;100;0,1;2,9;base;straight
Pr_E_SPON_02-HD_801_02;Pr_E_SPON_02;HD_801_02;100;100;1;9,4;base;straight
HD_801_02-HD_801_04;HD_801_02;HD_801_04;100;100;1;9,4;base;straight
HD_801_04-SblSpon54860;HD_801_04;SblSpon54860;100;100;0,28;9,39;base;straight
SblSpon54860-km86800;SblSpon54860;km86800;100;100;0,457;9,41;base;straight
km86800-HD_801_06;km86800;HD_801_06;70;70;0,263;9,39;base;straight
HD_801_06-HD_801_07;HD_801_06;HD_801_07;70;70;0,447;9,4;base;straight
HD_801_07-SLU;HD_801_07;SLU;70;70;0,119;1,51;base;straight
SLU-HD_801_08;SLU;HD_801_08;65;65;0,251;14,14;base;straight
HD_801_08-HD_801_10;HD_801_08;HD_801_10;65;65;0,832;23,53;base;straight
HD_801_10-HD_801_12;HD_801_10;HD_801_12;65;65;1;23,54;base;straight
HD_801_12-SblSpon58860;HD_801_12;SblSpon58860;65;65;0,631;23,53;base;straight
SblSpon58860-Pr_E_MAL_01;SblSpon58860;Pr_E_MAL_01;65;65;0,243;23,5;base;straight
Pr_E_MAL_01-Pa_E_MAL_61;Pr_E_MAL_01;Pa_E_MAL_61;65;65;0,151;23,58;base;straight
Pa_E_MAL_61-Pr_I_MAL_51;Pa_E_MAL_61;Pr_I_MAL_51;65;65;0,261;23,52;base;straight
Pr_I_MAL_51-Dev_MAL_05;Pr_I_MAL_51;Dev_MAL_05;65;65;0,118;17,54;base;straight
Dev_MAL_05-Pa_I_MAL_31d;Dev_MAL_05;Pa_I_MAL_31d;65;65;0,088;0;base;straight
Pa_I_MAL_31d-MAL;Pa_I_MAL_31d;MAL;65;65;0,132;0;base;straight
ME_side-Dev_ME_01;ME_side;Dev_ME_01;30;60;0,317;4,07;connecting;connecting
ME_side-Dev_ME_01_side;ME_side;Dev_ME_01_side;30;60;0,317;4,07;dt_me_lag;straight
Dev_ME_01_side-Pa_ME_side;Dev_ME_01_side;Pa_ME_side;30;60;0,255;19,29;dt_me_lag;straight
Pa_ME_side-SC_ME_side;Pa_ME_side;SC_ME_side;60;60;0,064;19,22;dt_me_lag;straight
SC_ME_side-Pr_ME_LT_side;SC_ME_side;Pr_ME_LT_side;70;70;0,13;19,31;dt_me_lag;straight
Pr_ME_LT_side-Pr_E_LAG_01_side;Pr_ME_LT_side;Pr_E_LAG_01_side;70;70;0,481;19,27;dt_me_lag;straight
Pr_E_LAG_01_side-Pa_LAG_31_side;Pr_E_LAG_01_side;Pa_LAG_31_side;70;70;0,155;19,29;dt_me_lag;straight
Pa_LAG_31_side-LAG_side;Pa_LAG_31_side;LAG_side;70;70;0,115;2,52;dt_me_lag;straight
LAG_side-Pa_LAG_32_side;LAG_side;Pa_LAG_32_side;70;70;0,075;0;dt_me_lag;straight
Pa_LAG_32_side-Dev_LAG_02_side;Pa_LAG_32_side;Dev_LAG_02_side;70;70;0,05;17,93;dt_lag_mar;straight
Dev_LAG_02_side-Pr_E_LAG_02_side;Dev_LAG_02_side;Pr_E_LAG_02_side;70;70;0,1;17,93;dt_lag_mar;straight
Pa_LAG_32_side-Dev_LAG_02;Pa_LAG_32_side;Dev_LAG_02;70;70;0,05;17,93;dt_me_lag;connecting
Pr_E_LAG_02_side-Pr_E_MAR_01_side;Pr_E_LAG_02_side;Pr_E_MAR_01_side;70;70;1,13;21,5;dt_lag_mar;straight
Pr_E_MAR_01_side-Pr_I_MAR_91_side;Pr_E_MAR_01_side;Pr_I_MAR_91_side;70;70;0,1;21,5;dt_lag_mar;straight
Pr_I_MAR_91_side-PL04_side;Pr_I_MAR_91_side;PL04_side;70;70;0,026;21,54;dt_lag_mar;straight
PL04_side-Pa_E_MAR_81_side;PL04_side;Pa_E_MAR_81_side;70;70;0,024;21,25;dt_lag_mar;straight
Pa_E_MAR_81_side-Pr_I_MAR_71_side;Pa_E_MAR_81_side;Pr_I_MAR_71_side;70;70;0,16;21,5;dt_lag_mar;straight
Pr_I_MAR_71_side-PL05_side;Pr_I_MAR_71_side;PL05_side;70;70;0,023;21,3;dt_lag_mar;straight
PL05_side-Pa_I_MAR_61_side;PL05_side;Pa_I_MAR_61_side;70;70;0,021;21,9;dt_lag_mar;straight
Pa_I_MAR_61_side-Pr_I_MAR_51_side;Pa_I_MAR_61_side;Pr_I_MAR_51_side;70;70;0,059;21,36;dt_lag_mar;straight
Pr_I_MAR_51_side-Dev_MAR_01_side;Pr_I_MAR_51_side;Dev_MAR_01_side;70;70;0,05;21,6;dt_lag_mar;straight
Dev_MAR_01_side-Pa_I_MAR_31_side;Dev_MAR_01_side;Pa_I_MAR_31_side;70;70;0,078;21,54;dt_lag_mar;straight
Dev_MAR_01-Pa_I_MAR_31_side;Dev_MAR_01;Pa_I_MAR_31_side;70;70;0,078;21,54;existing;connecting
Pa_I_MAR_31_side-MAR_side;Pa_I_MAR_31_side;MAR_side;70;70;0,153;21,44;existing;straight
MAR_side-Pa_I_MAR_32_side;MAR_side;Pa_I_MAR_32_side;70;70;0,081;21,6;existing;straight
Pa_I_MAR_32_side-Dev_MAR_02_side;Pa_I_MAR_32_side;Dev_MAR_02_side;70;70;0,092;21,41;dt_mar_tel;straight
Pa_I_MAR_32_side-Dev_MAR_02;Pa_I_MAR_32_side;Dev_MAR_02;70;70;0,092;21,41;existing;connecting
Dev_MAR_02_side-PL06_side;Dev_MAR_02_side;PL06_side;70;70;0,014;21,43;dt_mar_tel;straight
PL06_side-Pr_I_MAR_52_side;PL06_side;Pr_I_MAR_52_side;70;70;0,031;2,9;dt_mar_tel;straight
Pr_I_MAR_52_side-Pa_E_MAR_62_side;Pr_I_MAR_52_side;Pa_E_MAR_62_side;70;70;0,192;0;dt_mar_tel;straight
Pa_E_MAR_62_side-PL06bis_side;Pa_E_MAR_62_side;PL06bis_side;70;70;0,023;0;dt_mar_tel;straight
PL06bis_side-Pr_I_MAR_72_side;PL06bis_side;Pr_I_MAR_72_side;70;70;0,023;0;dt_mar_tel;straight
Pr_I_MAR_72_side-Pr_E_MAR_02_side;Pr_I_MAR_72_side;Pr_E_MAR_02_side;70;70;0,104;0;dt_mar_tel;straight
Pr_E_MAR_02_side-IG_MAR_side;Pr_E_MAR_02_side;IG_MAR_side;70;70;0,185;6,97;dt_mar_tel;straight
IG_MAR_side-SG_MAR_side;IG_MAR_side;SG_MAR_side;70;70;0,598;23,85;dt_mar_tel;straight
SG_MAR_side-HD_201_02_side;SG_MAR_side;HD_201_02_side;70;70;0,217;23,87;dt_mar_tel;straight
HD_201_02_side-HD_201_04_side;HD_201_02_side;HD_201_04_side;70;70;1;23,85;dt_mar_tel;straight
HD_201_04_side-HD_201_06_side;HD_201_04_side;HD_201_06_side;70;70;1;23,85;dt_mar_tel;straight
HD_201_06_side-IG_GIU_side;HD_201_06_side;IG_GIU_side;70;70;0;0;dt_mar_tel;straight
IG_GIU_side-SG_GIU_side;IG_GIU_side;SG_GIU_side;70;70;0,981;23,84;dt_mar_tel;straight
SG_GIU_side-HD_201_08_side;SG_GIU_side;HD_201_08_side;70;70;0,019;23,68;dt_mar_tel;straight
HD_201_08_side-IG_ART_side;HD_201_08_side;IG_ART_side;70;70;0,043;23,95;dt_mar_tel;straight
IG_ART_side-SG_ART_side;IG_ART_side;SG_ART_side;70;70;0,08;23,87;dt_mar_tel;straight
SG_ART_side-IG_TEL_side;SG_ART_side;IG_TEL_side;70;70;0,359;23,84;dt_mar_tel;straight
IG_TEL_side-HD_201_10_side;IG_TEL_side;HD_201_10_side;70;70;0,518;23,84;dt_mar_tel;straight
HD_201_10_side-SG_TEL_side;HD_201_10_side;SG_TEL_side;70;70;0,166;23,86;dt_mar_tel;straight
SG_TEL_side-Pr_E_TEL_01_side;SG_TEL_side;Pr_E_TEL_01_side;70;70;0,451;22,75;dt_mar_tel;straight
Pr_E_TEL_01_side-Pr_I_TEL_91_side;Pr_E_TEL_01_side;Pr_I_TEL_91_side;70;70;0,122;22,7;dt_mar_tel;straight
Pr_I_TEL_91_side-PL07_side;Pr_I_TEL_91_side;PL07_side;70;70;0,033;22,42;dt_mar_tel;straight
PL07_side-Pa_E_TEL_61_side;PL07_side;Pa_E_TEL_61_side;70;70;0,015;22,67;dt_mar_tel;straight
Pa_E_TEL_61_side-Pr_I_TEL_71_side;Pa_E_TEL_61_side;Pr_I_TEL_71_side;70;70;0,161;22,73;dt_mar_tel;straight
Pr_I_TEL_71_side-Dev_TEL_01_side;Pr_I_TEL_71_side;Dev_TEL_01_side;70;70;0,05;22,6;dt_mar_tel;straight
Dev_TEL_01_side-Pa_I_TEL_31b_side;Dev_TEL_01_side;Pa_I_TEL_31b_side;70;70;0,076;14,21;dt_mar_tel;straight
Dev_TEL_01-Pa_I_TEL_31b_side;Dev_TEL_01;Pa_I_TEL_31b_side;70;70;0,076;14,21;existing;connecting
Pa_I_TEL_31b_side-Pr_I_TEL_51_side;Pa_I_TEL_31b_side;Pr_I_TEL_51_side;70;70;0,103;2,04;existing;straight
Pr_I_TEL_51_side-Pa_I_TEL_31a_side;Pr_I_TEL_51_side;Pa_I_TEL_31a_side;70;70;0,042;1,9;existing;straight
Pa_I_TEL_31a_side-TEL_side;Pa_I_TEL_31a_side;TEL_side;70;70;0,074;2,03;existing;straight
TEL_side-Pa_I_TEL_32_side;TEL_side;Pa_I_TEL_32_side;70;70;0,125;2;existing;straight
Pa_I_TEL_32_side-Dev_TEL_02;Pa_I_TEL_32_side;Dev_TEL_02;70;70;0,086;1,98;connecting;connecting
Pa_I_TEL_32_side-Dev_TEL_02_side;Pa_I_TEL_32_side;Dev_TEL_02_side;70;70;0,086;1,98;dt_tel_pla;straight
Dev_TEL_02_side-Pr_I_TEL_52_side;Dev_TEL_02_side;Pr_I_TEL_52_side;130;130;0,069;2,61;dt_tel_pla;straight
Pr_I_TEL_52_side-Pa_E_TEL_62_side;Pr_I_TEL_52_side;Pa_E_TEL_62_side;130;130;0,151;3,18;dt_tel_pla;straight
Pa_E_TEL_62_side-Pr_E_TEL_02_side;Pa_E_TEL_62_side;Pr_E_TEL_02_side;130;130;0,15;3,27;dt_tel_pla;straight
Pr_E_TEL_02_side-Pr_E_RAB_01_side;Pr_E_TEL_02_side;Pr_E_RAB_01_side;130;130;0,52;3,23;dt_tel_pla;straight
Pr_E_RAB_01_side-Pr_I_RAB_51_side;Pr_E_RAB_01_side;Pr_I_RAB_51_side;130;130;0,102;2,45;dt_tel_pla;straight
Pr_I_RAB_51_side-PL08_side;Pr_I_RAB_51_side;PL08_side;130;130;0,025;0;dt_tel_pla;straight
PL08_side-Pa_I_RAB_31_side;PL08_side;Pa_I_RAB_31_side;130;130;0,023;0;dt_tel_pla;straight
Pa_I_RAB_31_side-RAB_side;Pa_I_RAB_31_side;RAB_side;130;130;0,029;0;dt_tel_pla;straight
RAB_side-Pa_RAB_32_side;RAB_side;Pa_RAB_32_side;130;130;0,119;0,42;dt_tel_pla;straight
Pa_RAB_32_side-Pr_E_RAB_02_side;Pa_RAB_32_side;Pr_E_RAB_02_side;130;130;0,15;2,87;dt_tel_pla;straight
Pr_E_RAB_02_side-HD_302_02_side;Pr_E_RAB_02_side;HD_302_02_side;130;130;1;2,87;dt_tel_pla;straight
HD_302_02_side-Pr_E_PLA_01_side;HD_302_02_side;Pr_E_PLA_01_side;130;130;0,763;2,87;dt_tel_pla;straight
Pr_E_PLA_01_side-Dev_01_PLA_side;Pr_E_PLA_01_side;Dev_01_PLA_side;130;130;0,1;2,87;dt_pla_nat;straight
Pr_E_PLA_01_side-Dev_01_PLA;Pr_E_PLA_01_side;Dev_01_PLA;130;130;0,1;2,87;dt_tel_pla;connecting
Dev_01_PLA_side-Pa_PLA_31_side;Dev_01_PLA_side;Pa_PLA_31_side;130;130;0,05;2,87;dt_pla_nat;straight
Pa_PLA_31_side-PLA_side;Pa_PLA_31_side;PLA_side;130;130;0,11;0,27;dt_pla_nat;straight
PLA_side-Pa_PLA_32_side;PLA_side;Pa_PLA_32_side;130;130;0,038;0;dt_pla_nat;straight
Pa_PLA_32_side-PL09_side;Pa_PLA_32_side;PL09_side;130;130;0,024;0;dt_pla_nat;straight
PL09_side-Pr_I_PLA_52_side;PL09_side;Pr_I_PLA_52_side;130;130;0,025;0;dt_pla_nat;straight
Pr_I_PLA_52_side-Pr_E_PLA_02_side;Pr_I_PLA_52_side;Pr_E_PLA_02_side;130;130;0,1;3,7;dt_pla_nat;straight
Pr_E_PLA_02_side-HD_303_02_side;Pr_E_PLA_02_side;HD_303_02_side;130;130;1;4,21;dt_pla_nat;straight
HD_303_02_side-HD_303_04_side;HD_303_02_side;HD_303_04_side;130;130;1;4,21;dt_pla_nat;straight
HD_303_04_side-km48500_side;HD_303_04_side;km48500_side;130;130;0,839;4,22;dt_pla_nat;straight
km48500_side-Pr_E_NAT_01_side;km48500_side;Pr_E_NAT_01_side;70;70;0,041;4,15;dt_pla_nat;straight
Pr_E_NAT_01_side-Pr_I_NAT_51_side;Pr_E_NAT_01_side;Pr_I_NAT_51_side;70;70;0,09;4,22;dt_pla_nat;straight
Pr_I_NAT_51_side-PL10_side;Pr_I_NAT_51_side;PL10_side;70;70;0,03;4;dt_pla_nat;straight
PL10_side-Pa_NAT_31_side;PL10_side;Pa_NAT_31_side;70;70;0,03;0;dt_pla_nat;straight
Pa_NAT_31_side-NAT_side;Pa_NAT_31_side;NAT_side;70;70;0,069;0;dt_pla_nat;straight
NAT_side-Pa_NAT_32_side;NAT_side;Pa_NAT_32_side;70;70;0,092;0;dt_nat_natkomp;straight
Pa_NAT_32_side-Pr_E_NAT_02_side;Pa_NAT_32_side;Pr_E_NAT_02_side;70;70;0,149;5,64;dt_nat_natkomp;straight
Pr_E_NAT_02_side-Pr_E_PL11_01_side;Pr_E_NAT_02_side;Pr_E_PL11_01_side;70;70;0,587;5,96;dt_nat_natkomp;straight
Pr_E_PL11_01_side-Pr_I_PL11_51_side;Pr_E_PL11_01_side;Pr_I_PL11_51_side;70;70;0,101;5,94;dt_nat_natkomp;straight
Pr_I_PL11_51_side-PL11_side;Pr_I_PL11_51_side;PL11_side;70;70;0,026;6,15;dt_nat_natkomp;straight
PL11_side-Pr_I_PL11_52_side;PL11_side;Pr_I_PL11_52_side;70;70;0,023;6,09;dt_nat_natkomp;straight
Pr_I_PL11_52_side-Dev_PL11_02_side;Pr_I_PL11_52_side;Dev_PL11_02_side;70;70;0,023;6,09;dt_nat_natkomp;straight
Dev_PL11_02_side-Pr_E_PL11_02_side;Dev_PL11_02_side;Pr_E_PL11_02_side;70;70;0,023;6,09;dt_nat_natkomp;straight
Dev_PL11_02-Pr_E_PL11_02_side;Dev_PL11_02;Pr_E_PL11_02_side;70;70;0,023;6,09;dt_natkomp_sta;straight
Pr_E_PL11_02_side-SblNatKomp_side;Pr_E_PL11_02_side;SblNatKomp_side;70;70;0,041;8,29;dt_natkomp_sta;straight
SblNatKomp_side-Pr_E_STA_01_side;SblNatKomp_side;Pr_E_STA_01_side;70;70;0,834;12,89;dt_natkomp_sta;straight
Pr_E_STA_01_side-Pa_E_STA_61_side;Pr_E_STA_01_side;Pa_E_STA_61_side;70;70;0,15;12,87;dt_natkomp_sta;straight
Pa_E_STA_61_side-Pr_I_STA_51_side;Pa_E_STA_61_side;Pr_I_STA_51_side;70;70;0,142;12,89;dt_natkomp_sta;straight
Pr_I_STA_51_side-Dev_STA_01_side;Pr_I_STA_51_side;Dev_STA_01_side;70;70;0,05;6,2;dt_natkomp_sta;straight
Dev_STA_01_side-Pa_I_STA_31_side;Dev_STA_01_side;Pa_I_STA_31_side;70;70;0,11;0;dt_natkomp_sta;straight
Dev_STA_01-Pa_I_STA_31_side;Dev_STA_01;Pa_I_STA_31_side;70;70;0,11;0;connecting;connecting
Pa_I_STA_31_side-STA_side;Pa_I_STA_31_side;STA_side;70;70;0,114;0;existing;straight
STA_side-Pa_I_STA_32_side;STA_side;Pa_I_STA_32_side;70;70;0,066;0;existing;straight
Pa_I_STA_32_side-Dev_STA_02_side;Pa_I_STA_32_side;Dev_STA_02_side;70;70;0,086;0;side;straight
Pa_I_STA_32_side-Dev_STA_02;Pa_I_STA_32_side;Dev_STA_02;70;70;0,086;0;existing;connecting
Dev_STA_02_side-Pr_I_STA_52_side;Dev_STA_02_side;Pr_I_STA_52_side;70;70;0,05;0;side;straight
Pr_I_STA_52_side-Pa_E_STA_62_side;Pr_I_STA_52_side;Pa_E_STA_62_side;70;70;0,276;0;side;straight
Pa_E_STA_62_side-PL12_side;Pa_E_STA_62_side;PL12_side;70;70;0,023;0;side;straight
PL12_side-Pr_I_STA_72_side;PL12_side;Pr_I_STA_72_side;70;70;0,027;0;side;straight
Pr_I_STA_72_side-Pr_E_STA_02_side;Pr_I_STA_72_side;Pr_E_STA_02_side;70;70;0,101;0,89;side;straight
Pr_E_STA_02_side-km52000_side;Pr_E_STA_02_side;km52000_side;70;70;0,091;3,3;side;straight
km52000_side-Dev_PL13_01_side;km52000_side;Dev_PL13_01_side;130;130;0,912;3,28;side;straight
Dev_PL13_01_side-Pr_E_PL13_01_side;Dev_PL13_01_side;Pr_E_PL13_01_side;130;130;0,05;3,28;side;straight
Dev_PL13_01-Pr_E_PL13_01_side;Dev_PL13_01;Pr_E_PL13_01_side;130;130;0,05;3,28;dt_sta_cia;connecting
Pr_E_PL13_01_side-SblStab21529_side;Pr_E_PL13_01_side;SblStab21529_side;130;130;0,05;3,4;dt_sta_cia;straight
SblStab21529_side-Pr_I_PL13_51_side;SblStab21529_side;Pr_I_PL13_51_side;130;130;0,053;3,21;dt_sta_cia;straight
Pr_I_PL13_51_side-PL13_side;Pr_I_PL13_51_side;PL13_side;130;130;0,024;3,33;dt_sta_cia;straight
PL13_side-Pr_I_PL13_52_side;PL13_side;Pr_I_PL13_52_side;130;130;0,024;3,33;dt_sta_cia;straight
Pr_I_PL13_52_side-Pr_E_PL13_02_side;Pr_I_PL13_52_side;Pr_E_PL13_02_side;130;130;0,103;3,3;dt_sta_cia;straight
Pr_E_PL13_02_side-Pr_E_CIA_01_side;Pr_E_PL13_02_side;Pr_E_CIA_01_side;130;130;0,574;3,28;dt_sta_cia;straight
Pr_E_CIA_01_side-Pa_CIA_31_side;Pr_E_CIA_01_side;Pa_CIA_31_side;130;130;0,15;3,27;dt_sta_cia;straight
Pa_CIA_31_side-CIA_side;Pa_CIA_31_side;CIA_side;130;130;0,121;1,98;dt_sta_cia;straight
CIA_side-Pa_CIA_32_side;CIA_side;Pa_CIA_32_side;130;130;0,027;0;dt_sta_cia, dt_cia_cab;straight
Pa_CIA_32_side-PL14_side;Pa_CIA_32_side;PL14_side;130;130;0,024;0;dt_sta_cia, dt_cia_cab;straight
PL14_side-Pr_I_CIA_62_side;PL14_side;Pr_I_CIA_62_side;130;130;0,024;0;dt_sta_cia, dt_cia_cab;straight
Pr_I_CIA_62_side-Pr_E_CIA_02_side;Pr_I_CIA_62_side;Pr_E_CIA_02_side;130;130;0,103;2,04;dt_sta_cia, dt_cia_cab;straight
Pr_E_CIA_02_side-HD_403_02_side;Pr_E_CIA_02_side;HD_403_02_side;130;130;1;7,87;dt_sta_cia, dt_cia_cab;straight
HD_403_02_side-km55900_side;HD_403_02_side;km55900_side;130;130;0,661;7,87;dt_sta_cia, dt_cia_cab;straight
km55900_side-SblStab24529_side;km55900_side;SblStab24529_side;120;120;0,112;7,86;dt_sta_cia, dt_cia_cab;straight
